"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","question_order","stimulus","slider_start","image_path","practiceTrial","concept","practiceTrialNum","correct"
"","","","","","html-slider-response","10","30974","0.0-6.1-0.1","NaN","-110","","<div style=""width:500px;"">
                            <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h176_v214.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h176_v214.png","true","exciting","2","false"
"","","","","","html-button-response","11","32492","0.0-6.1-1.1","1014","0","","<p align='center'><b>Not quite!</b> The slider was not placed near the instructed located. Click on 'Continue' to try again. </p>","","","","","",""
"","","","","","html-slider-response","12","39196","0.0-6.2-0.2","NaN","108","","<div style=""width:500px;"">
                            <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h176_v214.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h176_v214.png","true","exciting","2","true"
"","","","","","html-button-response","13","40930","0.0-6.2-1.2","1219","0","","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","","","","","",""
"","","","","","html-slider-response","14","44504","0.0-7.0-0.0","NaN","-108","","<div style=""width:500px;"">
                            <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v605.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v605.png","true","exciting","3","true"
"","","","","","html-button-response","15","46053","0.0-7.0-1.0","1044","0","","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","","","","","",""
"","","","","","html-button-response","16","47593","0.0-8.0","1539","0","","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","","","","","",""
"","","","","","html-button-response","17","49406","0.0-9.0","1812","0","","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>exciting</p><br></br>","","","","","",""
"","","","","","html-slider-response","18","54226","0.0-10.0","NaN","54","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h155_v647.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h155_v647.png","","exciting","",""
"","","","","","html-slider-response","19","57773","0.0-11.0","NaN","170","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h250_v546.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h250_v546.png","","exciting","",""
"","","","","","html-slider-response","20","62724","0.0-12.0","NaN","-33","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v647.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v647.png","","exciting","",""
"","","","","","html-slider-response","21","66444","0.0-13.0","NaN","118","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h144_v597.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h144_v597.png","","exciting","",""
"","","","","","html-slider-response","22","70657","0.0-14.0","NaN","-74","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h223_v317.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h223_v317.png","","exciting","",""
"","","","","","html-slider-response","23","73148","0.0-15.0","NaN","14","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h146_v600.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h146_v600.png","","exciting","",""
"","","","","","html-slider-response","24","75861","0.0-16.0","NaN","21","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h151_v616.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h151_v616.png","","exciting","",""
"","","","","","html-slider-response","25","78718","0.0-17.0","NaN","112","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h143_v595.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h143_v595.png","","exciting","",""
"","","","","","html-slider-response","26","82606","0.0-18.0","NaN","-22","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h200_v276.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h200_v276.png","","exciting","",""
"","","","","","html-slider-response","27","85278","0.0-19.0","NaN","101","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h144_v595.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h144_v595.png","","exciting","",""
"","","","","","html-slider-response","28","90325","0.0-20.0","NaN","163","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h183_v676.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h183_v676.png","","exciting","",""
"","","","","","html-slider-response","29","92976","0.0-21.0","NaN","177","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h157_v677.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h157_v677.png","","exciting","",""
"","","","","","html-slider-response","30","95606","0.0-22.0","NaN","61","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h246_v290.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h246_v290.png","","exciting","",""
"","","","","","html-slider-response","31","98244","0.0-23.0","NaN","54","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h151_v618.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h151_v618.png","","exciting","",""
"","","","","","html-slider-response","32","100934","0.0-24.0","NaN","175","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v603.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v603.png","","exciting","",""
"","","","","","html-slider-response","33","105439","0.0-25.0","NaN","-31","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h239_v499.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h239_v499.png","","exciting","",""
"","","","","","html-slider-response","34","108125","0.0-26.0","NaN","-22","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h150_v615.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h150_v615.png","","exciting","",""
"","","","","","html-slider-response","35","110372","0.0-27.0","NaN","69","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h146_v602.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h146_v602.png","","exciting","",""
"","","","","","html-slider-response","36","112696","0.0-28.0","NaN","96","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h153_v646.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h153_v646.png","","exciting","",""
"","","","","","html-slider-response","37","115432","0.0-29.0","NaN","-62","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h167_v644.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h167_v644.png","","exciting","",""
"","","","","","html-slider-response","38","119708","0.0-30.0","NaN","115","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h241_v296.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h241_v296.png","","exciting","",""
"","","","","","html-slider-response","39","121920","0.0-31.0","NaN","61","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h151_v619.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h151_v619.png","","exciting","",""
"","","","","","html-slider-response","40","124461","0.0-32.0","NaN","22","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h206_v494.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h206_v494.png","","exciting","",""
"","","","","","html-slider-response","41","127687","0.0-33.0","NaN","32","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v672.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v672.png","","exciting","",""
"","","","","","html-slider-response","42","131189","0.0-34.0","NaN","-66","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h241_v304.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h241_v304.png","","exciting","",""
"","","","","","html-slider-response","43","134390","0.0-35.0","NaN","-118","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h205_v484.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h205_v484.png","","exciting","",""
"","","","","","html-slider-response","44","136444","0.0-36.0","NaN","19","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h181_v683.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h181_v683.png","","exciting","",""
"","","","","","html-slider-response","45","139250","0.0-37.0","NaN","-160","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h152_v629.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h152_v629.png","","exciting","",""
"","","","","","html-slider-response","46","143072","0.0-38.0","NaN","-144","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h207_v480.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h207_v480.png","","exciting","",""
"","","","","","html-slider-response","47","145804","0.0-39.0","NaN","-138","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h176_v209.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h176_v209.png","","exciting","",""
"","","","","","html-slider-response","48","148363","0.0-40.0","NaN","19","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h149_v612.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h149_v612.png","","exciting","",""
"","","","","","html-slider-response","49","150391","0.0-41.0","NaN","19","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h150_v613.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h150_v613.png","","exciting","",""
"","","","","","html-slider-response","50","152900","0.0-42.0","NaN","62","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h178_v226.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h178_v226.png","","exciting","",""
"","","","","","html-slider-response","51","156040","0.0-43.0","NaN","9","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h205_v494.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h205_v494.png","","exciting","",""
"","","","","","html-slider-response","52","159435","0.0-44.0","NaN","-149","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h116_v508.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h116_v508.png","","exciting","",""
"","","","","","html-slider-response","53","161839","0.0-45.0","NaN","82","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v607.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v607.png","","exciting","",""
"","","","","","html-slider-response","54","164360","0.0-46.0","NaN","135","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v604.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v604.png","","exciting","",""
"","","","","","html-slider-response","55","167273","0.0-47.0","NaN","10","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h146_v601.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h146_v601.png","","exciting","",""
"","","","","","html-slider-response","56","169906","0.0-48.0","NaN","158","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h266_v305.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h266_v305.png","","exciting","",""
"","","","","","html-slider-response","57","172042","0.0-49.0","NaN","45","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h143_v594.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h143_v594.png","","exciting","",""
"","","","","","html-slider-response","58","174760","0.0-50.0","NaN","176","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h159_v655.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h159_v655.png","","exciting","",""
"","","","","","html-slider-response","59","176679","0.0-51.0","NaN","27","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h267_v305.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h267_v305.png","","exciting","",""
"","","","","","html-slider-response","60","178857","0.0-52.0","NaN","26","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h209_v481.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h209_v481.png","","exciting","",""
"","","","","","html-slider-response","61","182577","0.0-53.0","NaN","45","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h114_v215.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h114_v215.png","","exciting","",""
"","","","","","html-slider-response","62","184918","0.0-54.0","NaN","-120","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v605.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v605.png","","exciting","",""
"","","","","","html-slider-response","63","187081","0.0-55.0","NaN","22","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h206_v476.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h206_v476.png","","exciting","",""
"","","","","","html-slider-response","64","189464","0.0-56.0","NaN","144","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v640.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v640.png","","exciting","",""
"","","","","","html-slider-response","65","192638","0.0-57.0","NaN","138","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h154_v646.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h154_v646.png","","exciting","",""
"","","","","","html-slider-response","66","196471","0.0-58.0","NaN","113","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h072_v611.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h072_v611.png","","exciting","",""
"","","","","","html-slider-response","67","199795","0.0-59.0","NaN","-80","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h203_v486.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h203_v486.png","","exciting","",""
"","","","","","html-slider-response","68","201910","0.0-60.0","NaN","-112","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h176_v214.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h176_v214.png","","exciting","",""
"","","","","","html-slider-response","69","204869","0.0-61.0","NaN","115","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h145_v600.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h145_v600.png","","exciting","",""
"","","","","","html-slider-response","70","207660","0.0-62.0","NaN","114","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v648.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v648.png","","exciting","",""
"","","","","","html-button-response","71","210048","0.0-63.0","1884","0","","<p>Great Job! You've finished block 1.<br></br> You have 7 block(s) left to go.<br></br></p>","","","","","",""
"","","","","","html-button-response","72","211211","0.0-64.0","1163","0","","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>negative</p><br></br>","","","","","",""
"","","","","","html-slider-response","73","214203","0.0-65.0","NaN","-126","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h143_v594.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h143_v594.png","","negative","",""
"","","","","","html-slider-response","74","217263","0.0-66.0","NaN","68","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v603.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v603.png","","negative","",""
"","","","","","html-slider-response","75","220086","0.0-67.0","NaN","86","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h241_v296.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h241_v296.png","","negative","",""
"","","","","","html-slider-response","76","225030","0.0-68.0","NaN","105","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h176_v209.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h176_v209.png","","negative","",""
"","","","","","html-slider-response","77","229003","0.0-69.0","NaN","176","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h181_v683.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h181_v683.png","","negative","",""
"","","","","","html-slider-response","78","231840","0.0-70.0","NaN","-83","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v607.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v607.png","","negative","",""
"","","","","","html-slider-response","79","234407","0.0-71.0","NaN","-110","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h151_v616.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h151_v616.png","","negative","",""
"","","","","","html-slider-response","80","237176","0.0-72.0","NaN","124","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h154_v646.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h154_v646.png","","negative","",""
"","","","","","html-slider-response","81","240607","0.0-73.0","NaN","70","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h155_v647.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h155_v647.png","","negative","",""
"","","","","","html-slider-response","82","245617","0.0-74.0","NaN","-19","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h167_v644.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h167_v644.png","","negative","",""
"","","","","","html-slider-response","83","248537","0.0-75.0","NaN","-41","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h267_v305.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h267_v305.png","","negative","",""
