"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","question_order","stimulus","slider_start","image_path","practiceTrial","concept","practiceTrialNum","correct"
"","","","","","html-slider-response","38","226162","0.0-30.0","NaN","-20","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h203_v486.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h203_v486.png","","exciting","",""
"","","","","","html-slider-response","39","231104","0.0-31.0","NaN","18","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h145_v600.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h145_v600.png","","exciting","",""
"","","","","","html-slider-response","40","233731","0.0-32.0","NaN","-14","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h144_v597.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h144_v597.png","","exciting","",""
"","","","","","html-slider-response","41","237252","0.0-33.0","NaN","-142","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h176_v214.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h176_v214.png","","exciting","",""
"","","","","","html-slider-response","42","239948","0.0-34.0","NaN","-111","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h157_v677.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h157_v677.png","","exciting","",""
"","","","","","html-slider-response","43","248114","0.0-35.0","NaN","-56","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h151_v616.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h151_v616.png","","exciting","",""
"","","","","","html-slider-response","44","250628","0.0-36.0","NaN","58","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h205_v494.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h205_v494.png","","exciting","",""
"","","","","","html-slider-response","45","253182","0.0-37.0","NaN","13","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h150_v615.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h150_v615.png","","exciting","",""
"","","","","","html-slider-response","46","256582","0.0-38.0","NaN","19","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h151_v619.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h151_v619.png","","exciting","",""
"","","","","","html-slider-response","47","260397","0.0-39.0","NaN","-111","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h239_v499.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h239_v499.png","","exciting","",""
"","","","","","html-slider-response","48","262700","0.0-40.0","NaN","-50","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h146_v600.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h146_v600.png","","exciting","",""
"","","","","","html-slider-response","49","265698","0.0-41.0","NaN","-83","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h209_v481.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h209_v481.png","","exciting","",""
"","","","","","html-slider-response","50","269450","0.0-42.0","NaN","-22","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h150_v613.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h150_v613.png","","exciting","",""
"","","","","","html-slider-response","51","273193","0.0-43.0","NaN","-30","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v607.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v607.png","","exciting","",""
"","","","","","html-slider-response","52","279059","0.0-44.0","NaN","-87","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h153_v646.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h153_v646.png","","exciting","",""
"","","","","","html-slider-response","53","281826","0.0-45.0","NaN","-159","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h250_v546.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h250_v546.png","","exciting","",""
"","","","","","html-slider-response","54","284068","0.0-46.0","NaN","-180","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h176_v209.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h176_v209.png","","exciting","",""
"","","","","","html-slider-response","55","287044","0.0-47.0","NaN","-159","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h152_v629.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h152_v629.png","","exciting","",""
"","","","","","html-slider-response","56","289602","0.0-48.0","NaN","-68","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h178_v226.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h178_v226.png","","exciting","",""
"","","","","","html-slider-response","57","292709","0.0-49.0","NaN","25","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h146_v602.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h146_v602.png","","exciting","",""
"","","","","","html-slider-response","58","295091","0.0-50.0","NaN","20","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v604.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v604.png","","exciting","",""
"","","","","","html-slider-response","59","301155","0.0-51.0","NaN","-19","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v605.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v605.png","","exciting","",""
"","","","","","html-slider-response","60","306014","0.0-52.0","NaN","38","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h151_v618.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h151_v618.png","","exciting","",""
"","","","","","html-slider-response","61","310665","0.0-53.0","NaN","23","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v648.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v648.png","","exciting","",""
"","","","","","html-slider-response","62","314036","0.0-54.0","NaN","146","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h205_v484.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h205_v484.png","","exciting","",""
"","","","","","html-slider-response","63","316609","0.0-55.0","NaN","-10","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v647.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v647.png","","exciting","",""
"","","","","","html-slider-response","64","318931","0.0-56.0","NaN","-46","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h144_v595.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h144_v595.png","","exciting","",""
"","","","","","html-slider-response","65","322827","0.0-57.0","NaN","20","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h146_v601.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h146_v601.png","","exciting","",""
"","","","","","html-slider-response","66","326309","0.0-58.0","NaN","73","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h206_v476.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h206_v476.png","","exciting","",""
"","","","","","html-slider-response","67","328646","0.0-59.0","NaN","94","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h181_v683.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h181_v683.png","","exciting","",""
"","","","","","html-slider-response","68","334257","0.0-60.0","NaN","-31","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h241_v304.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h241_v304.png","","exciting","",""
"","","","","","html-slider-response","69","337287","0.0-61.0","NaN","140","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h072_v611.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h072_v611.png","","exciting","",""
"","","","","","html-slider-response","70","339836","0.0-62.0","NaN","90","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >exciting</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h206_v494.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h206_v494.png","","exciting","",""
"","","","","","html-button-response","71","341838","0.0-63.0","1500","0","","<p>Great Job! You've finished block 1.<br></br> You have 7 block(s) left to go.<br></br></p>","","","","","",""
"","","","","","html-button-response","72","342967","0.0-64.0","1128","0","","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>serious</p><br></br>","","","","","",""
"","","","","","html-slider-response","73","349813","0.0-65.0","NaN","-30","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v648.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v648.png","","serious","",""
"","","","","","html-slider-response","74","352257","0.0-66.0","NaN","49","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h206_v476.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h206_v476.png","","serious","",""
"","","","","","html-slider-response","75","358470","0.0-67.0","NaN","-65","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v607.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v607.png","","serious","",""
"","","","","","html-slider-response","76","364347","0.0-68.0","NaN","30","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h155_v647.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h155_v647.png","","serious","",""
"","","","","","html-slider-response","77","368095","0.0-69.0","NaN","117","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h181_v683.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h181_v683.png","","serious","",""
"","","","","","html-slider-response","78","370925","0.0-70.0","NaN","-37","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h148_v605.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h148_v605.png","","serious","",""
"","","","","","html-slider-response","79","375222","0.0-71.0","NaN","65","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h239_v499.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h239_v499.png","","serious","",""
"","","","","","html-slider-response","80","378252","0.0-72.0","NaN","-24","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h147_v604.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h147_v604.png","","serious","",""
"","","","","","html-slider-response","81","385076","0.0-73.0","NaN","59","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h145_v600.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h145_v600.png","","serious","",""
"","","","","","html-slider-response","82","387821","0.0-74.0","NaN","90","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h151_v618.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h151_v618.png","","serious","",""
"","","","","","html-slider-response","83","392020","0.0-75.0","NaN","-44","","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_h144_v597.png"" alt=""img"">
                            </div>
                        </div>","0","images/gray_h144_v597.png","","serious","",""
